planSequence	executionPhase	qualification	examYear	sourceCategory	questionLabel	questionType	questionIntent	choiceCount	correctChoiceTextCount	explanationTextCount	sourceOrigin	isSiteSourced	firestoreQuestionIdCount	sourceQuestionKey	sourceConflictStatus	sourceContentConflictCount	sourceContentConflictFields	sourceUniqueKeys	reviewQuestionId	qualifiedReviewQuestionId	sourceFile
221	phase_1_kou_existing_firestore	gas-shunin-kou	2022	法令	問9	true_false	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:law:q09	none	0	[]	"[""gas-shunin:kou:2022:law:q09:s01"", ""gas-shunin:kou:2022:law:q09:s02"", ""gas-shunin:kou:2022:law:q09:s03"", ""gas-shunin:kou:2022:law:q09:s04"", ""gas-shunin:kou:2022:law:q09:s05""]"	firestore:chiefgasengineerlicense-A-10-0281,chiefgasengineerlicense-A-10-0282,chiefgasengineerlicense-A-10-0283,chiefgasengineerlicense-A-10-0284,chiefgasengineerlicense-A-10-0285	gas-shunin-kou:firestore:chiefgasengineerlicense-A-10-0281,chiefgasengineerlicense-A-10-0282,chiefgasengineerlicense-A-10-0283,chiefgasengineerlicense-A-10-0284,chiefgasengineerlicense-A-10-0285	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_2.json
222	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問1	true_false	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q01	none	0	[]	"[""gas-shunin:kou:2022:kiso:q01:s01"", ""gas-shunin:kou:2022:kiso:q01:s02"", ""gas-shunin:kou:2022:kiso:q01:s03"", ""gas-shunin:kou:2022:kiso:q01:s04"", ""gas-shunin:kou:2022:kiso:q01:s05""]"	firestore:chiefgasengineerlicense-C-10035,chiefgasengineerlicense-C-10036,chiefgasengineerlicense-C-10037,chiefgasengineerlicense-C-10038,chiefgasengineerlicense-C-10039	gas-shunin-kou:firestore:chiefgasengineerlicense-C-10035,chiefgasengineerlicense-C-10036,chiefgasengineerlicense-C-10037,chiefgasengineerlicense-C-10038,chiefgasengineerlicense-C-10039	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_2.json
223	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問10	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q10	none	0	[]	"[""gas-shunin:kou:2022:kiso:q10:s01"", ""gas-shunin:kou:2022:kiso:q10:s02"", ""gas-shunin:kou:2022:kiso:q10:s03"", ""gas-shunin:kou:2022:kiso:q10:s04"", ""gas-shunin:kou:2022:kiso:q10:s05""]"	firestore:gasushunin-koushu-kiso-2022-10-1,gasushunin-koushu-kiso-2022-10-2,gasushunin-koushu-kiso-2022-10-3,gasushunin-koushu-kiso-2022-10-4,chiefgasengineerlicense-C-10060	gas-shunin-kou:firestore:gasushunin-koushu-kiso-2022-10-1,gasushunin-koushu-kiso-2022-10-2,gasushunin-koushu-kiso-2022-10-3,gasushunin-koushu-kiso-2022-10-4,chiefgasengineerlicense-C-10060	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_2.json
224	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問11	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q11	none	0	[]	"[""gas-shunin:kou:2022:kiso:q11:s01"", ""gas-shunin:kou:2022:kiso:q11:s02"", ""gas-shunin:kou:2022:kiso:q11:s03"", ""gas-shunin:kou:2022:kiso:q11:s04"", ""gas-shunin:kou:2022:kiso:q11:s05""]"	firestore:chiefgasengineerlicense-C-10061,gasushunin-koushu-kiso-2022-11-2,gasushunin-koushu-kiso-2022-11-3,gasushunin-koushu-kiso-2022-11-4,gasushunin-koushu-kiso-2022-11-5	gas-shunin-kou:firestore:chiefgasengineerlicense-C-10061,gasushunin-koushu-kiso-2022-11-2,gasushunin-koushu-kiso-2022-11-3,gasushunin-koushu-kiso-2022-11-4,gasushunin-koushu-kiso-2022-11-5	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_2.json
225	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問12	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q12	none	0	[]	"[""gas-shunin:kou:2022:kiso:q12:s01"", ""gas-shunin:kou:2022:kiso:q12:s02"", ""gas-shunin:kou:2022:kiso:q12:s03"", ""gas-shunin:kou:2022:kiso:q12:s04"", ""gas-shunin:kou:2022:kiso:q12:s05""]"	firestore:chiefgasengineerlicense-C-10062,chiefgasengineerlicense-C-10063,chiefgasengineerlicense-C-10064,chiefgasengineerlicense-C-10065,chiefgasengineerlicense-C-10066	gas-shunin-kou:firestore:chiefgasengineerlicense-C-10062,chiefgasengineerlicense-C-10063,chiefgasengineerlicense-C-10064,chiefgasengineerlicense-C-10065,chiefgasengineerlicense-C-10066	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_2.json
226	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問13	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q13	none	0	[]	"[""gas-shunin:kou:2022:kiso:q13:s01"", ""gas-shunin:kou:2022:kiso:q13:s02"", ""gas-shunin:kou:2022:kiso:q13:s03"", ""gas-shunin:kou:2022:kiso:q13:s04"", ""gas-shunin:kou:2022:kiso:q13:s05""]"	firestore:gasushunin-koushu-kiso-2022-13-1,chiefgasengineerlicense-C-10067,gasushunin-koushu-kiso-2022-13-3,gasushunin-koushu-kiso-2022-13-4,gasushunin-koushu-kiso-2022-13-5	gas-shunin-kou:firestore:gasushunin-koushu-kiso-2022-13-1,chiefgasengineerlicense-C-10067,gasushunin-koushu-kiso-2022-13-3,gasushunin-koushu-kiso-2022-13-4,gasushunin-koushu-kiso-2022-13-5	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_2.json
227	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問14	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q14	needs_source_review	5	"[""choiceText->choiceText""]"	"[""gas-shunin:kou:2022:kiso:q14:s01"", ""gas-shunin:kou:2022:kiso:q14:s02"", ""gas-shunin:kou:2022:kiso:q14:s03"", ""gas-shunin:kou:2022:kiso:q14:s04"", ""gas-shunin:kou:2022:kiso:q14:s05""]"	firestore:chiefgasengineerlicense-C-10068,chiefgasengineerlicense-C-10069,chiefgasengineerlicense-C-10070,chiefgasengineerlicense-C-10071,chiefgasengineerlicense-C-10072	gas-shunin-kou:firestore:chiefgasengineerlicense-C-10068,chiefgasengineerlicense-C-10069,chiefgasengineerlicense-C-10070,chiefgasengineerlicense-C-10071,chiefgasengineerlicense-C-10072	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_2.json
228	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問15	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q15	none	0	[]	"[""gas-shunin:kou:2022:kiso:q15:s01"", ""gas-shunin:kou:2022:kiso:q15:s02"", ""gas-shunin:kou:2022:kiso:q15:s03"", ""gas-shunin:kou:2022:kiso:q15:s04"", ""gas-shunin:kou:2022:kiso:q15:s05""]"	firestore:gasushunin-koushu-kiso-2022-15-1,gasushunin-koushu-kiso-2022-15-2,gasushunin-koushu-kiso-2022-15-3,gasushunin-koushu-kiso-2022-15-4,chiefgasengineerlicense-C-10073	gas-shunin-kou:firestore:gasushunin-koushu-kiso-2022-15-1,gasushunin-koushu-kiso-2022-15-2,gasushunin-koushu-kiso-2022-15-3,gasushunin-koushu-kiso-2022-15-4,chiefgasengineerlicense-C-10073	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_3.json
229	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問2	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q02	none	0	[]	"[""gas-shunin:kou:2022:kiso:q02:s01"", ""gas-shunin:kou:2022:kiso:q02:s02"", ""gas-shunin:kou:2022:kiso:q02:s03"", ""gas-shunin:kou:2022:kiso:q02:s04"", ""gas-shunin:kou:2022:kiso:q02:s05""]"	firestore:gasushunin-koushu-kiso-2022-2-1,gasushunin-koushu-kiso-2022-2-2,chiefgasengineerlicense-C-10040,gasushunin-koushu-kiso-2022-2-4,gasushunin-koushu-kiso-2022-2-5	gas-shunin-kou:firestore:gasushunin-koushu-kiso-2022-2-1,gasushunin-koushu-kiso-2022-2-2,chiefgasengineerlicense-C-10040,gasushunin-koushu-kiso-2022-2-4,gasushunin-koushu-kiso-2022-2-5	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_3.json
230	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問3	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q03	none	0	[]	"[""gas-shunin:kou:2022:kiso:q03:s01"", ""gas-shunin:kou:2022:kiso:q03:s02"", ""gas-shunin:kou:2022:kiso:q03:s03"", ""gas-shunin:kou:2022:kiso:q03:s04"", ""gas-shunin:kou:2022:kiso:q03:s05""]"	firestore:gasushunin-koushu-kiso-2022-3-1,gasushunin-koushu-kiso-2022-3-2,gasushunin-koushu-kiso-2022-3-3,chiefgasengineerlicense-C-10041,gasushunin-koushu-kiso-2022-3-5	gas-shunin-kou:firestore:gasushunin-koushu-kiso-2022-3-1,gasushunin-koushu-kiso-2022-3-2,gasushunin-koushu-kiso-2022-3-3,chiefgasengineerlicense-C-10041,gasushunin-koushu-kiso-2022-3-5	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_3.json
231	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問4	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q04	none	0	[]	"[""gas-shunin:kou:2022:kiso:q04:s01"", ""gas-shunin:kou:2022:kiso:q04:s02"", ""gas-shunin:kou:2022:kiso:q04:s03"", ""gas-shunin:kou:2022:kiso:q04:s04"", ""gas-shunin:kou:2022:kiso:q04:s05""]"	firestore:chiefgasengineerlicense-C-10042,chiefgasengineerlicense-C-10043,chiefgasengineerlicense-C-10044,chiefgasengineerlicense-C-10045,chiefgasengineerlicense-C-10046	gas-shunin-kou:firestore:chiefgasengineerlicense-C-10042,chiefgasengineerlicense-C-10043,chiefgasengineerlicense-C-10044,chiefgasengineerlicense-C-10045,chiefgasengineerlicense-C-10046	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_3.json
232	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問5	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q05	none	0	[]	"[""gas-shunin:kou:2022:kiso:q05:s01"", ""gas-shunin:kou:2022:kiso:q05:s02"", ""gas-shunin:kou:2022:kiso:q05:s03"", ""gas-shunin:kou:2022:kiso:q05:s04"", ""gas-shunin:kou:2022:kiso:q05:s05""]"	firestore:gasushunin-koushu-kiso-2022-5-1,chiefgasengineerlicense-C-10047,gasushunin-koushu-kiso-2022-5-3,gasushunin-koushu-kiso-2022-5-4,gasushunin-koushu-kiso-2022-5-5	gas-shunin-kou:firestore:gasushunin-koushu-kiso-2022-5-1,chiefgasengineerlicense-C-10047,gasushunin-koushu-kiso-2022-5-3,gasushunin-koushu-kiso-2022-5-4,gasushunin-koushu-kiso-2022-5-5	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_3.json
233	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問6	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q06	none	0	[]	"[""gas-shunin:kou:2022:kiso:q06:s01"", ""gas-shunin:kou:2022:kiso:q06:s02"", ""gas-shunin:kou:2022:kiso:q06:s03"", ""gas-shunin:kou:2022:kiso:q06:s04"", ""gas-shunin:kou:2022:kiso:q06:s05""]"	firestore:chiefgasengineerlicense-C-10048,chiefgasengineerlicense-C-10049,chiefgasengineerlicense-C-10050,chiefgasengineerlicense-C-10051,chiefgasengineerlicense-C-10052	gas-shunin-kou:firestore:chiefgasengineerlicense-C-10048,chiefgasengineerlicense-C-10049,chiefgasengineerlicense-C-10050,chiefgasengineerlicense-C-10051,chiefgasengineerlicense-C-10052	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_3.json
234	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問7	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q07	none	0	[]	"[""gas-shunin:kou:2022:kiso:q07:s01"", ""gas-shunin:kou:2022:kiso:q07:s02"", ""gas-shunin:kou:2022:kiso:q07:s03"", ""gas-shunin:kou:2022:kiso:q07:s04"", ""gas-shunin:kou:2022:kiso:q07:s05""]"	firestore:gasushunin-koushu-kiso-2022-7-1,gasushunin-koushu-kiso-2022-7-2,chiefgasengineerlicense-C-10053,gasushunin-koushu-kiso-2022-7-4,gasushunin-koushu-kiso-2022-7-5	gas-shunin-kou:firestore:gasushunin-koushu-kiso-2022-7-1,gasushunin-koushu-kiso-2022-7-2,chiefgasengineerlicense-C-10053,gasushunin-koushu-kiso-2022-7-4,gasushunin-koushu-kiso-2022-7-5	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_3.json
235	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問8	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q08	none	0	[]	"[""gas-shunin:kou:2022:kiso:q08:s01"", ""gas-shunin:kou:2022:kiso:q08:s02"", ""gas-shunin:kou:2022:kiso:q08:s03"", ""gas-shunin:kou:2022:kiso:q08:s04"", ""gas-shunin:kou:2022:kiso:q08:s05""]"	firestore:gasushunin-koushu-kiso-2022-8-1,gasushunin-koushu-kiso-2022-8-2,gasushunin-koushu-kiso-2022-8-3,chiefgasengineerlicense-C-10054,gasushunin-koushu-kiso-2022-8-5	gas-shunin-kou:firestore:gasushunin-koushu-kiso-2022-8-1,gasushunin-koushu-kiso-2022-8-2,gasushunin-koushu-kiso-2022-8-3,chiefgasengineerlicense-C-10054,gasushunin-koushu-kiso-2022-8-5	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_3.json
236	phase_1_kou_existing_firestore	gas-shunin-kou	2022	基礎理論	問9	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2022:kiso:q09	none	0	[]	"[""gas-shunin:kou:2022:kiso:q09:s01"", ""gas-shunin:kou:2022:kiso:q09:s02"", ""gas-shunin:kou:2022:kiso:q09:s03"", ""gas-shunin:kou:2022:kiso:q09:s04"", ""gas-shunin:kou:2022:kiso:q09:s05""]"	firestore:chiefgasengineerlicense-C-10055,chiefgasengineerlicense-C-10056,chiefgasengineerlicense-C-10057,chiefgasengineerlicense-C-10058,chiefgasengineerlicense-C-10059	gas-shunin-kou:firestore:chiefgasengineerlicense-C-10055,chiefgasengineerlicense-C-10056,chiefgasengineerlicense-C-10057,chiefgasengineerlicense-C-10058,chiefgasengineerlicense-C-10059	output/gas-shunin-kou/questions_json/2022/00_source/question_2022_firestore_3.json
237	phase_1_kou_existing_firestore	gas-shunin-kou	2023	製造	問1	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2023:seizo:q01	needs_source_review	1	"[""choiceText->choiceText""]"	"[""gas-shunin:kou:2023:seizo:q01:s01"", ""gas-shunin:kou:2023:seizo:q01:s02"", ""gas-shunin:kou:2023:seizo:q01:s03"", ""gas-shunin:kou:2023:seizo:q01:s04"", ""gas-shunin:kou:2023:seizo:q01:s05""]"	firestore:chiefgasengineerlicense-A-40-1001,chiefgasengineerlicense-A-40-1002,chiefgasengineerlicense-A-40-1003,chiefgasengineerlicense-A-40-1004,chiefgasengineerlicense-A-40-1005	gas-shunin-kou:firestore:chiefgasengineerlicense-A-40-1001,chiefgasengineerlicense-A-40-1002,chiefgasengineerlicense-A-40-1003,chiefgasengineerlicense-A-40-1004,chiefgasengineerlicense-A-40-1005	output/gas-shunin-kou/questions_json/2023/00_source/question_2023_firestore_1.json
238	phase_1_kou_existing_firestore	gas-shunin-kou	2023	供給	問10	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2023:kyokyu:q10	none	0	[]	"[""gas-shunin:kou:2023:kyokyu:q10:s01"", ""gas-shunin:kou:2023:kyokyu:q10:s02"", ""gas-shunin:kou:2023:kyokyu:q10:s03"", ""gas-shunin:kou:2023:kyokyu:q10:s04"", ""gas-shunin:kou:2023:kyokyu:q10:s05""]"	firestore:gasushunin-koushu-gizyutsu-2023-10-1,gasushunin-koushu-gizyutsu-2023-10-2,gasushunin-koushu-gizyutsu-2023-10-3,gasushunin-koushu-gizyutsu-2023-10-4,gasushunin-koushu-gizyutsu-2023-10-5	gas-shunin-kou:firestore:gasushunin-koushu-gizyutsu-2023-10-1,gasushunin-koushu-gizyutsu-2023-10-2,gasushunin-koushu-gizyutsu-2023-10-3,gasushunin-koushu-gizyutsu-2023-10-4,gasushunin-koushu-gizyutsu-2023-10-5	output/gas-shunin-kou/questions_json/2023/00_source/question_2023_firestore_1.json
239	phase_1_kou_existing_firestore	gas-shunin-kou	2023	供給	問11	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2023:kyokyu:q11	none	0	[]	"[""gas-shunin:kou:2023:kyokyu:q11:s01"", ""gas-shunin:kou:2023:kyokyu:q11:s02"", ""gas-shunin:kou:2023:kyokyu:q11:s03"", ""gas-shunin:kou:2023:kyokyu:q11:s04"", ""gas-shunin:kou:2023:kyokyu:q11:s05""]"	firestore:chiefgasengineerlicense-A-80-1047,chiefgasengineerlicense-A-80-1048,chiefgasengineerlicense-A-80-1049,chiefgasengineerlicense-A-80-1050,chiefgasengineerlicense-A-80-1051	gas-shunin-kou:firestore:chiefgasengineerlicense-A-80-1047,chiefgasengineerlicense-A-80-1048,chiefgasengineerlicense-A-80-1049,chiefgasengineerlicense-A-80-1050,chiefgasengineerlicense-A-80-1051	output/gas-shunin-kou/questions_json/2023/00_source/question_2023_firestore_1.json
240	phase_1_kou_existing_firestore	gas-shunin-kou	2023	供給	問12	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2023:kyokyu:q12	needs_source_review	2	"[""choiceText->choiceText""]"	"[""gas-shunin:kou:2023:kyokyu:q12:s01"", ""gas-shunin:kou:2023:kyokyu:q12:s02"", ""gas-shunin:kou:2023:kyokyu:q12:s03"", ""gas-shunin:kou:2023:kyokyu:q12:s04"", ""gas-shunin:kou:2023:kyokyu:q12:s05""]"	firestore:chiefgasengineerlicense-A-80-1052,chiefgasengineerlicense-A-80-1053,chiefgasengineerlicense-A-80-1054,chiefgasengineerlicense-A-80-1055,chiefgasengineerlicense-A-80-1056	gas-shunin-kou:firestore:chiefgasengineerlicense-A-80-1052,chiefgasengineerlicense-A-80-1053,chiefgasengineerlicense-A-80-1054,chiefgasengineerlicense-A-80-1055,chiefgasengineerlicense-A-80-1056	output/gas-shunin-kou/questions_json/2023/00_source/question_2023_firestore_1.json
241	phase_1_kou_existing_firestore	gas-shunin-kou	2023	供給	問13	flash_card	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2023:kyokyu:q13	none	0	[]	"[""gas-shunin:kou:2023:kyokyu:q13:s01"", ""gas-shunin:kou:2023:kyokyu:q13:s02"", ""gas-shunin:kou:2023:kyokyu:q13:s03"", ""gas-shunin:kou:2023:kyokyu:q13:s04"", ""gas-shunin:kou:2023:kyokyu:q13:s05""]"	firestore:gasushunin-koushu-gizyutsu-2023-13-1,gasushunin-koushu-gizyutsu-2023-13-2,gasushunin-koushu-gizyutsu-2023-13-3,gasushunin-koushu-gizyutsu-2023-13-4,gasushunin-koushu-gizyutsu-2023-13-5	gas-shunin-kou:firestore:gasushunin-koushu-gizyutsu-2023-13-1,gasushunin-koushu-gizyutsu-2023-13-2,gasushunin-koushu-gizyutsu-2023-13-3,gasushunin-koushu-gizyutsu-2023-13-4,gasushunin-koushu-gizyutsu-2023-13-5	output/gas-shunin-kou/questions_json/2023/00_source/question_2023_firestore_1.json
242	phase_1_kou_existing_firestore	gas-shunin-kou	2023	供給	問14	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2023:kyokyu:q14	needs_source_review	1	"[""choiceText->choiceText""]"	"[""gas-shunin:kou:2023:kyokyu:q14:s01"", ""gas-shunin:kou:2023:kyokyu:q14:s02"", ""gas-shunin:kou:2023:kyokyu:q14:s03"", ""gas-shunin:kou:2023:kyokyu:q14:s04"", ""gas-shunin:kou:2023:kyokyu:q14:s05""]"	firestore:chiefgasengineerlicense-A-80-1058,chiefgasengineerlicense-A-80-1059,chiefgasengineerlicense-A-80-1060,chiefgasengineerlicense-A-80-1061,chiefgasengineerlicense-A-80-1062	gas-shunin-kou:firestore:chiefgasengineerlicense-A-80-1058,chiefgasengineerlicense-A-80-1059,chiefgasengineerlicense-A-80-1060,chiefgasengineerlicense-A-80-1061,chiefgasengineerlicense-A-80-1062	output/gas-shunin-kou/questions_json/2023/00_source/question_2023_firestore_1.json
243	phase_1_kou_existing_firestore	gas-shunin-kou	2023	供給	問15	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2023:kyokyu:q15	none	0	[]	"[""gas-shunin:kou:2023:kyokyu:q15:s01"", ""gas-shunin:kou:2023:kyokyu:q15:s02"", ""gas-shunin:kou:2023:kyokyu:q15:s03"", ""gas-shunin:kou:2023:kyokyu:q15:s04"", ""gas-shunin:kou:2023:kyokyu:q15:s05""]"	firestore:chiefgasengineerlicense-A-80-1063,chiefgasengineerlicense-A-80-1064,chiefgasengineerlicense-A-80-1065,chiefgasengineerlicense-A-80-1066,chiefgasengineerlicense-A-80-1067	gas-shunin-kou:firestore:chiefgasengineerlicense-A-80-1063,chiefgasengineerlicense-A-80-1064,chiefgasengineerlicense-A-80-1065,chiefgasengineerlicense-A-80-1066,chiefgasengineerlicense-A-80-1067	output/gas-shunin-kou/questions_json/2023/00_source/question_2023_firestore_1.json
244	phase_1_kou_existing_firestore	gas-shunin-kou	2023	供給	問16	true_false	select_incorrect	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2023:kyokyu:q16	needs_source_review	8	"[""choiceText->choiceText"", ""originalQuestionBodyText->questionBodyText""]"	"[""gas-shunin:kou:2023:kyokyu:q16:s01"", ""gas-shunin:kou:2023:kyokyu:q16:s02"", ""gas-shunin:kou:2023:kyokyu:q16:s03"", ""gas-shunin:kou:2023:kyokyu:q16:s04"", ""gas-shunin:kou:2023:kyokyu:q16:s05""]"	firestore:chiefgasengineerlicense-A-80-1068,chiefgasengineerlicense-A-80-1069,chiefgasengineerlicense-A-80-1070,chiefgasengineerlicense-A-80-1071,chiefgasengineerlicense-A-80-1072	gas-shunin-kou:firestore:chiefgasengineerlicense-A-80-1068,chiefgasengineerlicense-A-80-1069,chiefgasengineerlicense-A-80-1070,chiefgasengineerlicense-A-80-1071,chiefgasengineerlicense-A-80-1072	output/gas-shunin-kou/questions_json/2023/00_source/question_2023_firestore_1.json
245	phase_1_kou_existing_firestore	gas-shunin-kou	2023	供給	問17	true_false	select_correct	5	5	5	firestore_snapshot	False	5	gas-shunin:kou:2023:kyokyu:q17	none	0	[]	"[""gas-shunin:kou:2023:kyokyu:q17:s01"", ""gas-shunin:kou:2023:kyokyu:q17:s02"", ""gas-shunin:kou:2023:kyokyu:q17:s03"", ""gas-shunin:kou:2023:kyokyu:q17:s04"", ""gas-shunin:kou:2023:kyokyu:q17:s05""]"	firestore:chiefgasengineerlicense-A-80-1073,chiefgasengineerlicense-A-80-1074,chiefgasengineerlicense-A-80-1075,chiefgasengineerlicense-A-80-1076,chiefgasengineerlicense-A-80-1077	gas-shunin-kou:firestore:chiefgasengineerlicense-A-80-1073,chiefgasengineerlicense-A-80-1074,chiefgasengineerlicense-A-80-1075,chiefgasengineerlicense-A-80-1076,chiefgasengineerlicense-A-80-1077	output/gas-shunin-kou/questions_json/2023/00_source/question_2023_firestore_1.json
